LETO,DRZAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2019,Italija,moški,15-24,Delež celotne populacije,21.6
2019,Ciper,moški,15-24,Delež aktivne populacije,37.7
2019,Ciper,moški,15-24,Delež celotne populacije,30.4
2019,Latvija,moški,15-24,Delež aktivne populacije,39.6
2019,Latvija,moški,15-24,Delež celotne populacije,33.9
2019,Litva,moški,15-24,Delež aktivne populacije,38.9
2019,Litva,moški,15-24,Delež celotne populacije,33.4
2019,Luksemburg,moški,15-24,Delež aktivne populacije,37.8
2019,Luksemburg,moški,15-24,Delež celotne populacije,31.1
2019,Madžarska,moški,15-24,Delež aktivne populacije,37.2
2019,Madžarska,moški,15-24,Delež celotne populacije,32.8
2019,Malta,moški,15-24,Delež aktivne populacije,56.7
2019,Malta,moški,15-24,Delež celotne populacije,50.7
2019,Nizozemska,moški,15-24,Delež aktivne populacije,69.7
2019,Nizozemska,moški,15-24,Delež celotne populacije,64.6
2019,Avstrija,moški,15-24,Delež aktivne populacije,60.3
2019,Avstrija,moški,15-24,Delež celotne populacije,54.8
2019,Poljska,moški,15-24,Delež aktivne populacije,39.2
2019,Poljska,moški,15-24,Delež celotne populacije,35.4
2019,Portugalska,moški,15-24,Delež aktivne populacije,36
2019,Portugalska,moški,15-24,Delež celotne populacije,30.4
2019,Romunija,moški,15-24,Delež aktivne populacije,35.7
2019,Romunija,moški,15-24,Delež celotne populacije,29.8
2019,Slovenija,moški,15-24,Delež aktivne populacije,39.1
2019,Slovenija,moški,15-24,Delež celotne populacije,36.2
2019,Slovaška,moški,15-24,Delež aktivne populacije,36.8
2019,Slovaška,moški,15-24,Delež celotne populacije,31.6
2019,Finska,moški,15-24,Delež aktivne populacije,54.3
2019,Finska,moški,15-24,Delež celotne populacije,44.1
2019,Švedska,moški,15-24,Delež aktivne populacije,53.9
2019,Švedska,moški,15-24,Delež celotne populacije,42.9
2019,Velika Britanija,moški,15-24,Delež aktivne populacije,57.6
2019,Velika Britanija,moški,15-24,Delež celotne populacije,50.1
2011,Belgija,ženske,15-24,Delež aktivne populacije,29.8
2011,Belgija,ženske,15-24,Delež celotne populacije,24.2
2011,Bolgarija,ženske,15-24,Delež aktivne populacije,24.8
2011,Bolgarija,ženske,15-24,Delež celotne populacije,19
2011,Češka,ženske,15-24,Delež aktivne populacije,24.1
2011,Češka,ženske,15-24,Delež celotne populacije,19.8
2011,Danska,ženske,15-24,Delež aktivne populacije,63.3
2011,Danska,ženske,15-24,Delež celotne populacije,54.2
2011,Nemčija,ženske,15-24,Delež aktivne populacije,50
2011,Nemčija,ženske,15-24,Delež celotne populacije,46.1
2011,Estonija,ženske,15-24,Delež aktivne populacije,36.5
2011,Estonija,ženske,15-24,Delež celotne populacije,29
2011,Irska,ženske,15-24,Delež aktivne populacije,49.1
2011,Irska,ženske,15-24,Delež celotne populacije,38.2
2011,Grčija,ženske,15-24,Delež aktivne populacije,26.6
2011,Grčija,ženske,15-24,Delež celotne populacije,12.9
2011,Španija,ženske,15-24,Delež aktivne populacije,39.2
2011,Španija,ženske,15-24,Delež celotne populacije,22
2011,Francija,ženske,15-24,Delež aktivne populacije,34.1
2011,Francija,ženske,15-24,Delež celotne populacije,26.1
2011,Hrvaška,ženske,15-24,Delež aktivne populacije,26.9
2011,Hrvaška,ženske,15-24,Delež celotne populacije,17.2
2011,Italija,ženske,15-24,Delež aktivne populacije,22.8
2011,Italija,ženske,15-24,Delež celotne populacije,15.5
2011,Ciper,ženske,15-24,Delež aktivne populacije,36.6
2011,Ciper,ženske,15-24,Delež celotne populacije,28.7
2011,Latvija,ženske,15-24,Delež aktivne populacije,33.7
2011,Latvija,ženske,15-24,Delež celotne populacije,23.4
2011,Litva,ženske,15-24,Delež aktivne populacije,24.1
2011,Litva,ženske,15-24,Delež celotne populacije,17
2011,Luksemburg,ženske,15-24,Delež aktivne populacije,23.4
2011,Luksemburg,ženske,15-24,Delež celotne populacije,18.5
2011,Madžarska,ženske,15-24,Delež aktivne populacije,21.5
2011,Madžarska,ženske,15-24,Delež celotne populacije,16.2
2011,Malta,ženske,15-24,Delež aktivne populacije,48
2011,Malta,ženske,15-24,Delež celotne populacije,41.8
2011,Nizozemska,ženske,15-24,Delež aktivne populacije,69.2
2011,Nizozemska,ženske,15-24,Delež celotne populacije,62.6
2011,Avstrija,ženske,15-24,Delež aktivne populacije,54.8
2011,Avstrija,ženske,15-24,Delež celotne populacije,49.8
2011,Poljska,ženske,15-24,Delež aktivne populacije,28.1
2011,Poljska,ženske,15-24,Delež celotne populacije,20
2011,Portugalska,ženske,15-24,Delež aktivne populacije,35.9
2011,Portugalska,ženske,15-24,Delež celotne populacije,24.5
2011,Romunija,ženske,15-24,Delež aktivne populacije,25.8
2011,Romunija,ženske,15-24,Delež celotne populacije,19.7
2011,Slovenija,ženske,15-24,Delež aktivne populacije,32.3
2011,Slovenija,ženske,15-24,Delež celotne populacije,26.9
2011,Slovaška,ženske,15-24,Delež aktivne populacije,22.7
2011,Slovaška,ženske,15-24,Delež celotne populacije,15
2011,Finska,ženske,15-24,Delež aktivne populacije,50.5
2011,Finska,ženske,15-24,Delež celotne populacije,41.2
2011,Švedska,ženske,15-24,Delež aktivne populacije,52.8
2011,Švedska,ženske,15-24,Delež celotne populacije,41
2011,Velika Britanija,ženske,15-24,Delež aktivne populacije,55.7
2011,Velika Britanija,ženske,15-24,Delež celotne populacije,45.3
2012,Belgija,ženske,15-24,Delež aktivne populacije,27.9
2012,Belgija,ženske,15-24,Delež celotne populacije,22.6
2012,Bolgarija,ženske,15-24,Delež aktivne populacije,25.3
2012,Bolgarija,ženske,15-24,Delež celotne populacije,18.7
2012,Češka,ženske,15-24,Delež aktivne populacije,25.9
2012,Češka,ženske,15-24,Delež celotne populacije,21
2012,Danska,ženske,15-24,Delež aktivne populacije,60.9
2012,Danska,ženske,15-24,Delež celotne populacije,51.9
2012,Nemčija,ženske,15-24,Delež aktivne populacije,48
2012,Nemčija,ženske,15-24,Delež celotne populacije,44.5
2012,Estonija,ženske,15-24,Delež aktivne populacije,37.2
2012,Estonija,ženske,15-24,Delež celotne populacije,30.3
2012,Irska,ženske,15-24,Delež aktivne populacije,48.6
2012,Irska,ženske,15-24,Delež celotne populacije,37.1
2012,Grčija,ženske,15-24,Delež aktivne populacije,27
2012,Grčija,ženske,15-24,Delež celotne populacije,10
2012,Španija,ženske,15-24,Delež aktivne populacije,37.6
2012,Španija,ženske,15-24,Delež celotne populacije,18.3
2012,Francija,ženske,15-24,Delež aktivne populacije,33.6
2012,Francija,ženske,15-24,Delež celotne populacije,25.6
2012,Hrvaška,ženske,15-24,Delež aktivne populacije,25.3
2012,Hrvaška,ženske,15-24,Delež celotne populacije,14.7
2012,Italija,ženske,15-24,Delež aktivne populacije,24
2012,Italija,ženske,15-24,Delež celotne populacije,15
2012,Ciper,ženske,15-24,Delež aktivne populacije,35.5
2012,Ciper,ženske,15-24,Delež celotne populacije,26.1
2012,Latvija,ženske,15-24,Delež aktivne populacije,36.1
2012,Latvija,ženske,15-24,Delež celotne populacije,25.4
2012,Litva,ženske,15-24,Delež aktivne populacije,26.1
2012,Litva,ženske,15-24,Delež celotne populacije,20.1
2012,Luksemburg,ženske,15-24,Delež aktivne populacije,24.7
2012,Luksemburg,ženske,15-24,Delež celotne populacije,20.1
2012,Madžarska,ženske,15-24,Delež aktivne populacije,23.4
2012,Madžarska,ženske,15-24,Delež celotne populacije,17
2012,Malta,ženske,15-24,Delež aktivne populacije,48.9
2012,Malta,ženske,15-24,Delež celotne populacije,41.8
2012,Nizozemska,ženske,15-24,Delež aktivne populacije,70.8
2012,Nizozemska,ženske,15-24,Delež celotne populacije,62.5
2012,Avstrija,ženske,15-24,Delež aktivne populacije,55.4
2012,Avstrija,ženske,15-24,Delež celotne populacije,50.3
2012,Poljska,ženske,15-24,Delež aktivne populacije,28.4
2012,Poljska,ženske,15-24,Delež celotne populacije,19.9
2012,Portugalska,ženske,15-24,Delež aktivne populacije,34.9
2012,Portugalska,ženske,15-24,Delež celotne populacije,21.2
2012,Romunija,ženske,15-24,Delež aktivne populacije,25.5
2012,Romunija,ženske,15-24,Delež celotne populacije,19.6
2012,Slovenija,ženske,15-24,Delež aktivne populacije,30
2012,Slovenija,ženske,15-24,Delež celotne populacije,23.7
2012,Slovaška,ženske,15-24,Delež aktivne populacije,23.6
2012,Slovaška,ženske,15-24,Delež celotne populacije,15.9
2012,Finska,ženske,15-24,Delež aktivne populacije,52
2012,Finska,ženske,15-24,Delež celotne populacije,42.7
2012,Švedska,ženske,15-24,Delež aktivne populacije,53.4
2012,Švedska,ženske,15-24,Delež celotne populacije,41.6
2012,Velika Britanija,ženske,15-24,Delež aktivne populacije,56.3
2012,Velika Britanija,ženske,15-24,Delež celotne populacije,46
2013,Belgija,ženske,15-24,Delež aktivne populacije,28.2
2013,Belgija,ženske,15-24,Delež celotne populacije,21.9
2013,Bolgarija,ženske,15-24,Delež aktivne populacije,24.7
2013,Bolgarija,ženske,15-24,Delež celotne populacije,18.4
2013,Češka,ženske,15-24,Delež aktivne populacije,26.1
2013,Češka,ženske,15-24,Delež celotne populacije,21
2013,Danska,ženske,15-24,Delež aktivne populacije,59
2013,Danska,ženske,15-24,Delež celotne populacije,51.1
2013,Nemčija,ženske,15-24,Delež aktivne populacije,48.7
2013,Nemčija,ženske,15-24,Delež celotne populacije,45.2
2013,Estonija,ženske,15-24,Delež aktivne populacije,38.2
2013,Estonija,ženske,15-24,Delež celotne populacije,30.7
2013,Irska,ženske,15-24,Delež aktivne populacije,48.1
2013,Irska,ženske,15-24,Delež celotne populacije,37.1
2013,Grčija,ženske,15-24,Delež aktivne populacije,25.3
2013,Grčija,ženske,15-24,Delež celotne populacije,9.1
2013,Španija,ženske,15-24,Delež aktivne populacije,35.9
2013,Španija,ženske,15-24,Delež celotne populacije,16.3
2013,Francija,ženske,15-24,Delež aktivne populacije,33.7
2013,Francija,ženske,15-24,Delež celotne populacije,25.2
2013,Hrvaška,ženske,15-24,Delež aktivne populacije,24.8
2013,Hrvaška,ženske,15-24,Delež celotne populacije,12.4
2013,Italija,ženske,15-24,Delež aktivne populacije,23.4
2013,Italija,ženske,15-24,Delež celotne populacije,13.7
2013,Ciper,ženske,15-24,Delež aktivne populacije,36.3
2013,Ciper,ženske,15-24,Delež celotne populacije,23
2013,Latvija,ženske,15-24,Delež aktivne populacije,36
2013,Latvija,ženske,15-24,Delež celotne populacije,27
2013,Litva,ženske,15-24,Delež aktivne populacije,27
2013,Litva,ženske,15-24,Delež celotne populacije,21.5
2013,Luksemburg,ženske,15-24,Delež aktivne populacije,21.8
2013,Luksemburg,ženske,15-24,Delež celotne populacije,19.4
2013,Madžarska,ženske,15-24,Delež aktivne populacije,23.6
2013,Madžarska,ženske,15-24,Delež celotne populacije,17
2013,Malta,ženske,15-24,Delež aktivne populacije,50.3
2013,Malta,ženske,15-24,Delež celotne populacije,45
2013,Nizozemska,ženske,15-24,Delež aktivne populacije,70
2013,Nizozemska,ženske,15-24,Delež celotne populacije,61
2013,Avstrija,ženske,15-24,Delež aktivne populacije,55.3
2013,Avstrija,ženske,15-24,Delež celotne populacije,49.8
2013,Poljska,ženske,15-24,Delež aktivne populacije,27.9
2013,Poljska,ženske,15-24,Delež celotne populacije,19.5
2013,Portugalska,ženske,15-24,Delež aktivne populacije,33.8
2013,Portugalska,ženske,15-24,Delež celotne populacije,20.4
2013,Romunija,ženske,15-24,Delež aktivne populacije,24.7
2013,Romunija,ženske,15-24,Delež celotne populacije,18.6
2013,Slovenija,ženske,15-24,Delež aktivne populacije,30.2
2013,Slovenija,ženske,15-24,Delež celotne populacije,23
2013,Slovaška,ženske,15-24,Delež aktivne populacije,23.7
2013,Slovaška,ženske,15-24,Delež celotne populacije,16.2
2013,Finska,ženske,15-24,Delež aktivne populacije,52.9
2013,Finska,ženske,15-24,Delež celotne populacije,43.9
2013,Švedska,ženske,15-24,Delež aktivne populacije,55.2
2013,Švedska,ženske,15-24,Delež celotne populacije,42.9
2013,Velika Britanija,ženske,15-24,Delež aktivne populacije,56.4
2013,Velika Britanija,ženske,15-24,Delež celotne populacije,46.2
2014,Belgija,ženske,15-24,Delež aktivne populacije,28.1
2014,Belgija,ženske,15-24,Delež celotne populacije,21.8
2014,Bolgarija,ženske,15-24,Delež aktivne populacije,22.7
2014,Bolgarija,ženske,15-24,Delež celotne populacije,17.3
2014,Češka,ženske,15-24,Delež aktivne populacije,26.1
2014,Češka,ženske,15-24,Delež celotne populacije,21.6
2014,Danska,ženske,15-24,Delež aktivne populacije,58.8
2014,Danska,ženske,15-24,Delež celotne populacije,51.2
2014,Nemčija,ženske,15-24,Delež aktivne populacije,47.7
2014,Nemčija,ženske,15-24,Delež celotne populacije,44.3
2014,Estonija,ženske,15-24,Delež aktivne populacije,37
2014,Estonija,ženske,15-24,Delež celotne populacije,33.3
2014,Irska,ženske,15-24,Delež aktivne populacije,45.8
2014,Irska,ženske,15-24,Delež celotne populacije,36.7
2014,Grčija,ženske,15-24,Delež aktivne populacije,26.1
2014,Grčija,ženske,15-24,Delež celotne populacije,10.9
2014,Španija,ženske,15-24,Delež aktivne populacije,34
2014,Španija,ženske,15-24,Delež celotne populacije,16
2014,Francija,ženske,15-24,Delež aktivne populacije,33.2
2014,Francija,ženske,15-24,Delež celotne populacije,25.5
2014,Hrvaška,ženske,15-24,Delež aktivne populacije,28.5
2014,Hrvaška,ženske,15-24,Delež celotne populacije,15.3
2014,Italija,ženske,15-24,Delež aktivne populacije,23.1
2014,Italija,ženske,15-24,Delež celotne populacije,12.8
2014,Ciper,ženske,15-24,Delež aktivne populacije,39.5
2014,Ciper,ženske,15-24,Delež celotne populacije,25.9
2014,Latvija,ženske,15-24,Delež aktivne populacije,35.3
2014,Latvija,ženske,15-24,Delež celotne populacije,28.3
2014,Litva,ženske,15-24,Delež aktivne populacije,29.6
2014,Litva,ženske,15-24,Delež celotne populacije,24.1
2014,Luksemburg,ženske,15-24,Delež aktivne populacije,23
2014,Luksemburg,ženske,15-24,Delež celotne populacije,18.8
2014,Madžarska,ženske,15-24,Delež aktivne populacije,25.9
2014,Madžarska,ženske,15-24,Delež celotne populacije,20.5
2014,Malta,ženske,15-24,Delež aktivne populacije,52.3
2014,Malta,ženske,15-24,Delež celotne populacije,47.3
2014,Nizozemska,ženske,15-24,Delež aktivne populacije,67.7
2014,Nizozemska,ženske,15-24,Delež celotne populacije,58.8
2014,Avstrija,ženske,15-24,Delež aktivne populacije,55.4
2014,Avstrija,ženske,15-24,Delež celotne populacije,49.9
2014,Poljska,ženske,15-24,Delež aktivne populacije,28.7
2014,Poljska,ženske,15-24,Delež celotne populacije,21.3
2014,Portugalska,ženske,15-24,Delež aktivne populacije,33.8
2014,Portugalska,ženske,15-24,Delež celotne populacije,21.9
2014,Romunija,ženske,15-24,Delež aktivne populacije,24
2014,Romunija,ženske,15-24,Delež celotne populacije,18
2014,Slovenija,ženske,15-24,Delež aktivne populacije,30.4
2014,Slovenija,ženske,15-24,Delež celotne populacije,24
2014,Slovaška,ženske,15-24,Delež aktivne populacije,23.6
2014,Slovaška,ženske,15-24,Delež celotne populacije,16.5
2014,Finska,ženske,15-24,Delež aktivne populacije,52.6
2014,Finska,ženske,15-24,Delež celotne populacije,43
2014,Švedska,ženske,15-24,Delež aktivne populacije,56
2014,Švedska,ženske,15-24,Delež celotne populacije,44
2014,Velika Britanija,ženske,15-24,Delež aktivne populacije,56.1
2014,Velika Britanija,ženske,15-24,Delež celotne populacije,47.8
2015,Belgija,ženske,15-24,Delež aktivne populacije,27.1
2015,Belgija,ženske,15-24,Delež celotne populacije,21.7
2015,Bolgarija,ženske,15-24,Delež aktivne populacije,21.2
2015,Bolgarija,ženske,15-24,Delež celotne populacije,16.5
2015,Češka,ženske,15-24,Delež aktivne populacije,27.4
2015,Češka,ženske,15-24,Delež celotne populacije,23.4
2015,Danska,ženske,15-24,Delež aktivne populacije,58.9
2015,Danska,ženske,15-24,Delež celotne populacije,52.3
2015,Nemčija,ženske,15-24,Delež aktivne populacije,47.1
2015,Nemčija,ženske,15-24,Delež celotne populacije,44
2015,Estonija,ženske,15-24,Delež aktivne populacije,37.7
2015,Estonija,ženske,15-24,Delež celotne populacije,33.1
2015,Irska,ženske,15-24,Delež aktivne populacije,44.6
2015,Irska,ženske,15-24,Delež celotne populacije,37.3
2015,Grčija,ženske,15-24,Delež aktivne populacije,24.3
2015,Grčija,ženske,15-24,Delež celotne populacije,10.9
2015,Španija,ženske,15-24,Delež aktivne populacije,33.2
2015,Španija,ženske,15-24,Delež celotne populacije,17.3
2015,Francija,ženske,15-24,Delež aktivne populacije,33.9
2015,Francija,ženske,15-24,Delež celotne populacije,26
2015,Hrvaška,ženske,15-24,Delež aktivne populacije,28
2015,Hrvaška,ženske,15-24,Delež celotne populacije,15.8
2015,Italija,ženske,15-24,Delež aktivne populacije,21.7
2015,Italija,ženske,15-24,Delež celotne populacije,12.4
2015,Ciper,ženske,15-24,Delež aktivne populacije,38.9
2015,Ciper,ženske,15-24,Delež celotne populacije,26.8
2015,Latvija,ženske,15-24,Delež aktivne populacije,37.1
2015,Latvija,ženske,15-24,Delež celotne populacije,31.9
2015,Litva,ženske,15-24,Delež aktivne populacije,30.8
2015,Litva,ženske,15-24,Delež celotne populacije,25.7
2015,Luksemburg,ženske,15-24,Delež aktivne populacije,34.1
2015,Luksemburg,ženske,15-24,Delež celotne populacije,28.8
2015,Madžarska,ženske,15-24,Delež aktivne populacije,27.5
2015,Madžarska,ženske,15-24,Delež celotne populacije,23.1
2015,Malta,ženske,15-24,Delež aktivne populacije,49.4
2015,Malta,ženske,15-24,Delež celotne populacije,44.6
2015,Nizozemska,ženske,15-24,Delež aktivne populacije,69.4
2015,Nizozemska,ženske,15-24,Delež celotne populacije,61.7
2015,Avstrija,ženske,15-24,Delež aktivne populacije,54.1
2015,Avstrija,ženske,15-24,Delež celotne populacije,48.7
2015,Poljska,ženske,15-24,Delež aktivne populacije,26.9
2015,Poljska,ženske,15-24,Delež celotne populacije,21.3
2015,Portugalska,ženske,15-24,Delež aktivne populacije,32.8
2015,Portugalska,ženske,15-24,Delež celotne populacije,21.5
2015,Romunija,ženske,15-24,Delež aktivne populacije,25.2
2015,Romunija,ženske,15-24,Delež celotne populacije,19.3
2015,Slovenija,ženske,15-24,Delež aktivne populacije,31.7
2015,Slovenija,ženske,15-24,Delež celotne populacije,27.1
2015,Slovaška,ženske,15-24,Delež aktivne populacije,24.9
2015,Slovaška,ženske,15-24,Delež celotne populacije,18
2015,Finska,ženske,15-24,Delež aktivne populacije,53.3
2015,Finska,ženske,15-24,Delež celotne populacije,42.8
2015,Švedska,ženske,15-24,Delež aktivne populacije,56.5
2015,Švedska,ženske,15-24,Delež celotne populacije,45.5
2015,Velika Britanija,ženske,15-24,Delež aktivne populacije,57
2015,Velika Britanija,ženske,15-24,Delež celotne populacije,49.7
2016,Belgija,ženske,15-24,Delež aktivne populacije,26.2
2016,Belgija,ženske,15-24,Delež celotne populacije,21.4
2016,Bolgarija,ženske,15-24,Delež aktivne populacije,19.6
2016,Bolgarija,ženske,15-24,Delež celotne populacije,16.3
2016,Češka,ženske,15-24,Delež aktivne populacije,26.2
2016,Češka,ženske,15-24,Delež celotne populacije,23.2
2016,Danska,ženske,15-24,Delež aktivne populacije,61.2
2016,Danska,ženske,15-24,Delež celotne populacije,54.6
2016,Nemčija,ženske,15-24,Delež aktivne populacije,47.4
2016,Nemčija,ženske,15-24,Delež celotne populacije,44.5
2016,Estonija,ženske,15-24,Delež aktivne populacije,40.4
2016,Estonija,ženske,15-24,Delež celotne populacije,36.1
2016,Irska,ženske,15-24,Delež aktivne populacije,48.3
2016,Irska,ženske,15-24,Delež celotne populacije,41.7
2016,Grčija,ženske,15-24,Delež aktivne populacije,22.9
2016,Grčija,ženske,15-24,Delež celotne populacije,11.3
2016,Španija,ženske,15-24,Delež aktivne populacije,31.3
2016,Španija,ženske,15-24,Delež celotne populacije,17.2
2016,Francija,ženske,15-24,Delež aktivne populacije,34.2
2016,Francija,ženske,15-24,Delež celotne populacije,26
2016,Hrvaška,ženske,15-24,Delež aktivne populacije,32.3
2016,Hrvaška,ženske,15-24,Delež celotne populacije,22.2
2016,Italija,ženske,15-24,Delež aktivne populacije,22.8
2016,Italija,ženske,15-24,Delež celotne populacije,13.7
2016,Ciper,ženske,15-24,Delež aktivne populacije,38.5
2016,Ciper,ženske,15-24,Delež celotne populacije,26.2
2016,Latvija,ženske,15-24,Delež aktivne populacije,35.9
2016,Latvija,ženske,15-24,Delež celotne populacije,31.6
2016,Litva,ženske,15-24,Delež aktivne populacije,31.9
2016,Litva,ženske,15-24,Delež celotne populacije,27.8
2016,Luksemburg,ženske,15-24,Delež aktivne populacije,31
2016,Luksemburg,ženske,15-24,Delež celotne populacije,25.4
2016,Madžarska,ženske,15-24,Delež aktivne populacije,28.3
2016,Madžarska,ženske,15-24,Delež celotne populacije,24.6
2016,Malta,ženske,15-24,Delež aktivne populacije,48.9
2016,Malta,ženske,15-24,Delež celotne populacije,43.3
2016,Nizozemska,ženske,15-24,Delež aktivne populacije,69.2
2016,Nizozemska,ženske,15-24,Delež celotne populacije,62.1
2016,Avstrija,ženske,15-24,Delež aktivne populacije,54.6
2016,Avstrija,ženske,15-24,Delež celotne populacije,49
2016,Poljska,ženske,15-24,Delež aktivne populacije,28.9
2016,Poljska,ženske,15-24,Delež celotne populacije,23.7
2016,Portugalska,ženske,15-24,Delež aktivne populacije,31.2
2016,Portugalska,ženske,15-24,Delež celotne populacije,22.3
2016,Romunija,ženske,15-24,Delež aktivne populacije,21.8
2016,Romunija,ženske,15-24,Delež celotne populacije,17.1
2016,Slovenija,ženske,15-24,Delež aktivne populacije,30.6
2016,Slovenija,ženske,15-24,Delež celotne populacije,26.1
2016,Slovaška,ženske,15-24,Delež aktivne populacije,24.7
2016,Slovaška,ženske,15-24,Delež celotne populacije,18.2
2016,Finska,ženske,15-24,Delež aktivne populacije,53.1
2016,Finska,ženske,15-24,Delež celotne populacije,43.3
2016,Švedska,ženske,15-24,Delež aktivne populacije,55.5
2016,Švedska,ženske,15-24,Delež celotne populacije,45.9
2016,Velika Britanija,ženske,15-24,Delež aktivne populacije,57.5
2016,Velika Britanija,ženske,15-24,Delež celotne populacije,51.1
2017,Belgija,ženske,15-24,Delež aktivne populacije,25.4
2017,Belgija,ženske,15-24,Delež celotne populacije,20.9
2017,Bolgarija,ženske,15-24,Delež aktivne populacije,21.8
2017,Bolgarija,ženske,15-24,Delež celotne populacije,19.1
2017,Češka,ženske,15-24,Delež aktivne populacije,26.6
2017,Češka,ženske,15-24,Delež celotne populacije,24.3
2017,Danska,ženske,15-24,Delež aktivne populacije,61.2
2017,Danska,ženske,15-24,Delež celotne populacije,53.9
2017,Nemčija,ženske,15-24,Delež aktivne populacije,48.3
2017,Nemčija,ženske,15-24,Delež celotne populacije,45.5
2017,Estonija,ženske,15-24,Delež aktivne populacije,42.4
2017,Estonija,ženske,15-24,Delež celotne populacije,38.2
2017,Irska,ženske,15-24,Delež aktivne populacije,45.5
2017,Irska,ženske,15-24,Delež celotne populacije,39.7
2017,Grčija,ženske,15-24,Delež aktivne populacije,23.9
2017,Grčija,ženske,15-24,Delež celotne populacije,12.4
2017,Španija,ženske,15-24,Delež aktivne populacije,31.5
2017,Španija,ženske,15-24,Delež celotne populacije,19.7
2017,Francija,ženske,15-24,Delež aktivne populacije,33.5
2017,Francija,ženske,15-24,Delež celotne populacije,26.4
2017,Hrvaška,ženske,15-24,Delež aktivne populacije,30.2
2017,Hrvaška,ženske,15-24,Delež celotne populacije,21.8
2017,Italija,ženske,15-24,Delež aktivne populacije,22.1
2017,Italija,ženske,15-24,Delež celotne populacije,13.9
2017,Ciper,ženske,15-24,Delež aktivne populacije,39.8
2017,Ciper,ženske,15-24,Delež celotne populacije,30.7
2017,Latvija,ženske,15-24,Delež aktivne populacije,36.5
2017,Latvija,ženske,15-24,Delež celotne populacije,30.9
2017,Litva,ženske,15-24,Delež aktivne populacije,32.2
2017,Litva,ženske,15-24,Delež celotne populacije,28.4
2017,Luksemburg,ženske,15-24,Delež aktivne populacije,28.3
2017,Luksemburg,ženske,15-24,Delež celotne populacije,24.5
2017,Madžarska,ženske,15-24,Delež aktivne populacije,28.2
2017,Madžarska,ženske,15-24,Delež celotne populacije,24.8
2017,Malta,ženske,15-24,Delež aktivne populacije,51.1
2017,Malta,ženske,15-24,Delež celotne populacije,46.1
2017,Nizozemska,ženske,15-24,Delež aktivne populacije,69.7
2017,Nizozemska,ženske,15-24,Delež celotne populacije,63.6
2017,Avstrija,ženske,15-24,Delež aktivne populacije,53.7
2017,Avstrija,ženske,15-24,Delež celotne populacije,49
2017,Poljska,ženske,15-24,Delež aktivne populacije,29.7
2017,Poljska,ženske,15-24,Delež celotne populacije,25.2
2017,Portugalska,ženske,15-24,Delež aktivne populacije,32.3
2017,Portugalska,ženske,15-24,Delež celotne populacije,24.1
2017,Romunija,ženske,15-24,Delež aktivne populacije,25
2017,Romunija,ženske,15-24,Delež celotne populacije,20.4
2017,Slovenija,ženske,15-24,Delež aktivne populacije,34.9
2017,Slovenija,ženske,15-24,Delež celotne populacije,30.4
2017,Slovaška,ženske,15-24,Delež aktivne populacije,26.5
2017,Slovaška,ženske,15-24,Delež celotne populacije,21.1
2017,Finska,ženske,15-24,Delež aktivne populacije,54.2
2017,Finska,ženske,15-24,Delež celotne populacije,43.7
2017,Švedska,ženske,15-24,Delež aktivne populacije,55.4
2017,Švedska,ženske,15-24,Delež celotne populacije,46
2017,Velika Britanija,ženske,15-24,Delež aktivne populacije,56.8
2017,Velika Britanija,ženske,15-24,Delež celotne populacije,50.8
2018,Belgija,ženske,15-24,Delež aktivne populacije,27.7
2018,Belgija,ženske,15-24,Delež celotne populacije,23.5
2018,Bolgarija,ženske,15-24,Delež aktivne populacije,19.3
2018,Bolgarija,ženske,15-24,Delež celotne populacije,17
2018,Češka,ženske,15-24,Delež aktivne populacije,26.2
2018,Češka,ženske,15-24,Delež celotne populacije,24.3
2018,Danska,ženske,15-24,Delež aktivne populacije,60.8
2018,Danska,ženske,15-24,Delež celotne populacije,55.2
2018,Nemčija,ženske,15-24,Delež aktivne populacije,47.8
2018,Nemčija,ženske,15-24,Delež celotne populacije,45.4
2018,Estonija,ženske,15-24,Delež aktivne populacije,45
2018,Estonija,ženske,15-24,Delež celotne populacije,39.9
2018,Irska,ženske,15-24,Delež aktivne populacije,45
2018,Irska,ženske,15-24,Delež celotne populacije,39.3
2018,Grčija,ženske,15-24,Delež aktivne populacije,21.5
2018,Grčija,ženske,15-24,Delež celotne populacije,12
2018,Španija,ženske,15-24,Delež aktivne populacije,30.8
2018,Španija,ženske,15-24,Delež celotne populacije,20.5
2018,Francija,ženske,15-24,Delež aktivne populacije,33.9
2018,Francija,ženske,15-24,Delež celotne populacije,27.2
2018,Hrvaška,ženske,15-24,Delež aktivne populacije,28.8
2018,Hrvaška,ženske,15-24,Delež celotne populacije,20.3
2018,Italija,ženske,15-24,Delež aktivne populacije,21.9
2018,Italija,ženske,15-24,Delež celotne populacije,14.3
2018,Ciper,ženske,15-24,Delež aktivne populacije,41.8
2018,Ciper,ženske,15-24,Delež celotne populacije,35
2018,Latvija,ženske,15-24,Delež aktivne populacije,34.7
2018,Latvija,ženske,15-24,Delež celotne populacije,30.6
2018,Litva,ženske,15-24,Delež aktivne populacije,34.1
2018,Litva,ženske,15-24,Delež celotne populacije,30.6
2018,Luksemburg,ženske,15-24,Delež aktivne populacije,32.3
2018,Luksemburg,ženske,15-24,Delež celotne populacije,28.4
2018,Madžarska,ženske,15-24,Delež aktivne populacije,27.2
