"SEX,""AGE"",""GEO"",""TIME"",""ISCED11"",""UNIT"",""Value"""
"Males,""From 15 to 24 years"",""Netherlands"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.9"""
"Males,""From 15 to 24 years"",""Netherlands"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""69.4"""
"Males,""From 15 to 24 years"",""Netherlands"",""2015"",""No response"",""Percentage"",""50.4"""
"Males,""From 15 to 24 years"",""Netherlands"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""51.5"""
"Males,""From 15 to 24 years"",""Netherlands"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.8"""
"Males,""From 15 to 24 years"",""Netherlands"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""66.5"""
"Males,""From 15 to 24 years"",""Netherlands"",""2016"",""No response"",""Percentage"",""49.3"""
"Males,""From 15 to 24 years"",""Netherlands"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""54.0"""
"Males,""From 15 to 24 years"",""Netherlands"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.7"""
"Males,""From 15 to 24 years"",""Netherlands"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""67.8"""
"Males,""From 15 to 24 years"",""Netherlands"",""2017"",""No response"",""Percentage"",""49.9"""
"Males,""From 15 to 24 years"",""Netherlands"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""56.6"""
"Males,""From 15 to 24 years"",""Netherlands"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""69.3"""
"Males,""From 15 to 24 years"",""Netherlands"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""68.1"""
"Males,""From 15 to 24 years"",""Netherlands"",""2018"",""No response"",""Percentage"",""52.6"""
"Males,""From 15 to 24 years"",""Netherlands"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""58.1"""
"Males,""From 15 to 24 years"",""Netherlands"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""71.3"""
"Males,""From 15 to 24 years"",""Netherlands"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""70.6"""
"Males,""From 15 to 24 years"",""Netherlands"",""2019"",""No response"",""Percentage"",""61.0"""
"Males,""From 15 to 24 years"",""Austria"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""44.8"""
"Males,""From 15 to 24 years"",""Austria"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""72.1"""
"Males,""From 15 to 24 years"",""Austria"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""64.0"""
"Males,""From 15 to 24 years"",""Austria"",""2011"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""43.3"""
"Males,""From 15 to 24 years"",""Austria"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""70.4"""
"Males,""From 15 to 24 years"",""Austria"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""76.9"""
"Males,""From 15 to 24 years"",""Austria"",""2012"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""40.7"""
"Males,""From 15 to 24 years"",""Austria"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""71.7"""
"Males,""From 15 to 24 years"",""Austria"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""62.6"""
"Males,""From 15 to 24 years"",""Austria"",""2013"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.7"""
"Males,""From 15 to 24 years"",""Austria"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""63.2"""
"Males,""From 15 to 24 years"",""Austria"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""64.7"""
"Males,""From 15 to 24 years"",""Austria"",""2014"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.4"""
"Males,""From 15 to 24 years"",""Austria"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""62.4"""
"Males,""From 15 to 24 years"",""Austria"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""65.3"""
"Males,""From 15 to 24 years"",""Austria"",""2015"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""40.0"""
"Males,""From 15 to 24 years"",""Austria"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""63.1"""
"Males,""From 15 to 24 years"",""Austria"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""60.3"""
"Males,""From 15 to 24 years"",""Austria"",""2016"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""38.8"""
"Males,""From 15 to 24 years"",""Austria"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""62.9"""
"Males,""From 15 to 24 years"",""Austria"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""62.3"""
"Males,""From 15 to 24 years"",""Austria"",""2017"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""39.6"""
"Males,""From 15 to 24 years"",""Austria"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""65.4"""
"Males,""From 15 to 24 years"",""Austria"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""64.1"""
"Males,""From 15 to 24 years"",""Austria"",""2018"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Austria"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""40.2"""
"Males,""From 15 to 24 years"",""Austria"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""67.9"""
"Males,""From 15 to 24 years"",""Austria"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""63.6"""
"Males,""From 15 to 24 years"",""Austria"",""2019"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""8.9"""
"Males,""From 15 to 24 years"",""Poland"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""48.1"""
"Males,""From 15 to 24 years"",""Poland"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""50.6"""
"Males,""From 15 to 24 years"",""Poland"",""2011"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""9.3"""
"Males,""From 15 to 24 years"",""Poland"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""47.5"""
"Males,""From 15 to 24 years"",""Poland"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""48.2"""
"Males,""From 15 to 24 years"",""Poland"",""2012"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""8.8"""
"Males,""From 15 to 24 years"",""Poland"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""47.1"""
"Males,""From 15 to 24 years"",""Poland"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""45.7"""
"Males,""From 15 to 24 years"",""Poland"",""2013"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""7.9"""
"Males,""From 15 to 24 years"",""Poland"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""50.0"""
"Males,""From 15 to 24 years"",""Poland"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""47.4"""
"Males,""From 15 to 24 years"",""Poland"",""2014"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""7.9"""
"Males,""From 15 to 24 years"",""Poland"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""50.8"""
"Males,""From 15 to 24 years"",""Poland"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""47.5"""
"Males,""From 15 to 24 years"",""Poland"",""2015"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""7.5"""
"Males,""From 15 to 24 years"",""Poland"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""55.4"""
"Males,""From 15 to 24 years"",""Poland"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""51.3"""
"Males,""From 15 to 24 years"",""Poland"",""2016"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""8.6"""
"Males,""From 15 to 24 years"",""Poland"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""57.3"""
"Males,""From 15 to 24 years"",""Poland"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""54.7"""
"Males,""From 15 to 24 years"",""Poland"",""2017"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""7.9"""
"Males,""From 15 to 24 years"",""Poland"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""58.8"""
"Males,""From 15 to 24 years"",""Poland"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""61.5"""
"Males,""From 15 to 24 years"",""Poland"",""2018"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Poland"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""9.3"""
"Males,""From 15 to 24 years"",""Poland"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""60.3"""
"Males,""From 15 to 24 years"",""Poland"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""63.4"""
"Males,""From 15 to 24 years"",""Poland"",""2019"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""25.1"""
"Males,""From 15 to 24 years"",""Portugal"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""33.5"""
"Males,""From 15 to 24 years"",""Portugal"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""44.4"""
"Males,""From 15 to 24 years"",""Portugal"",""2011"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""21.3"""
"Males,""From 15 to 24 years"",""Portugal"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""30.4"""
"Males,""From 15 to 24 years"",""Portugal"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""31.1"""
"Males,""From 15 to 24 years"",""Portugal"",""2012"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""17.8"""
"Males,""From 15 to 24 years"",""Portugal"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""30.7"""
"Males,""From 15 to 24 years"",""Portugal"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""29.4"""
"Males,""From 15 to 24 years"",""Portugal"",""2013"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""16.8"""
"Males,""From 15 to 24 years"",""Portugal"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""30.6"""
"Males,""From 15 to 24 years"",""Portugal"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""35.0"""
"Males,""From 15 to 24 years"",""Portugal"",""2014"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""15.5"""
"Males,""From 15 to 24 years"",""Portugal"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""35.0"""
"Males,""From 15 to 24 years"",""Portugal"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""33.6"""
"Males,""From 15 to 24 years"",""Portugal"",""2015"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""15.8"""
"Males,""From 15 to 24 years"",""Portugal"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""38.6"""
"Males,""From 15 to 24 years"",""Portugal"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""32.0"""
"Males,""From 15 to 24 years"",""Portugal"",""2016"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""16.3"""
"Males,""From 15 to 24 years"",""Portugal"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""41.2"""
"Males,""From 15 to 24 years"",""Portugal"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""36.9"""
"Males,""From 15 to 24 years"",""Portugal"",""2017"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""17.5"""
"Males,""From 15 to 24 years"",""Portugal"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""41.9"""
"Males,""From 15 to 24 years"",""Portugal"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""43.5"""
"Males,""From 15 to 24 years"",""Portugal"",""2018"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Portugal"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""17.0"""
"Males,""From 15 to 24 years"",""Portugal"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""43.4"""
"Males,""From 15 to 24 years"",""Portugal"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""45.4"""
"Males,""From 15 to 24 years"",""Portugal"",""2019"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""18.4"""
"Males,""From 15 to 24 years"",""Romania"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""34.6"""
"Males,""From 15 to 24 years"",""Romania"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""46.7"""
"Males,""From 15 to 24 years"",""Romania"",""2011"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""19.0"""
"Males,""From 15 to 24 years"",""Romania"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""35.9"""
"Males,""From 15 to 24 years"",""Romania"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""42.2"""
"Males,""From 15 to 24 years"",""Romania"",""2012"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""18.6"""
"Males,""From 15 to 24 years"",""Romania"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""35.5"""
"Males,""From 15 to 24 years"",""Romania"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""40.1"""
"Males,""From 15 to 24 years"",""Romania"",""2013"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""18.6"""
"Males,""From 15 to 24 years"",""Romania"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""35.0"""
"Males,""From 15 to 24 years"",""Romania"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""37.0"""
"Males,""From 15 to 24 years"",""Romania"",""2014"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""19.5"""
"Males,""From 15 to 24 years"",""Romania"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""39.7"""
"Males,""From 15 to 24 years"",""Romania"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""50.9"""
"Males,""From 15 to 24 years"",""Romania"",""2015"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""18.9"""
"Males,""From 15 to 24 years"",""Romania"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""35.9"""
"Males,""From 15 to 24 years"",""Romania"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""42.9"""
"Males,""From 15 to 24 years"",""Romania"",""2016"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""19.9"""
"Males,""From 15 to 24 years"",""Romania"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""36.3"""
"Males,""From 15 to 24 years"",""Romania"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""57.6"""
"Males,""From 15 to 24 years"",""Romania"",""2017"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""18.2"""
"Males,""From 15 to 24 years"",""Romania"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""39.4"""
"Males,""From 15 to 24 years"",""Romania"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""53.8"""
"Males,""From 15 to 24 years"",""Romania"",""2018"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Romania"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""18.8"""
"Males,""From 15 to 24 years"",""Romania"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""38.5"""
"Males,""From 15 to 24 years"",""Romania"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""56.9"""
"Males,""From 15 to 24 years"",""Romania"",""2019"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""17.1"""
"Males,""From 15 to 24 years"",""Slovenia"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""49.3"""
"Males,""From 15 to 24 years"",""Slovenia"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""52.6"""
"Males,""From 15 to 24 years"",""Slovenia"",""2011"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""12.6"""
"Males,""From 15 to 24 years"",""Slovenia"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""42.4"""
"Males,""From 15 to 24 years"",""Slovenia"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""52.0"""
"Males,""From 15 to 24 years"",""Slovenia"",""2012"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""12.9"""
"Males,""From 15 to 24 years"",""Slovenia"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""40.7"""
"Males,""From 15 to 24 years"",""Slovenia"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""41.9"""
"Males,""From 15 to 24 years"",""Slovenia"",""2013"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""13.6"""
"Males,""From 15 to 24 years"",""Slovenia"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""41.6"""
"Males,""From 15 to 24 years"",""Slovenia"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""37.5"""
"Males,""From 15 to 24 years"",""Slovenia"",""2014"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""13.6"""
"Males,""From 15 to 24 years"",""Slovenia"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""46.2"""
"Males,""From 15 to 24 years"",""Slovenia"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""48.0"""
"Males,""From 15 to 24 years"",""Slovenia"",""2015"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""11.7"""
"Males,""From 15 to 24 years"",""Slovenia"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""47.6"""
"Males,""From 15 to 24 years"",""Slovenia"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""48.8"""
"Males,""From 15 to 24 years"",""Slovenia"",""2016"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""13.6"""
"Males,""From 15 to 24 years"",""Slovenia"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""58.3"""
"Males,""From 15 to 24 years"",""Slovenia"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""62.3"""
"Males,""From 15 to 24 years"",""Slovenia"",""2017"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""14.8"""
"Males,""From 15 to 24 years"",""Slovenia"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""56.8"""
"Males,""From 15 to 24 years"",""Slovenia"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""69.4"""
"Males,""From 15 to 24 years"",""Slovenia"",""2018"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovenia"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""10.3"""
"Males,""From 15 to 24 years"",""Slovenia"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""54.0"""
"Males,""From 15 to 24 years"",""Slovenia"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""72.0"""
"Males,""From 15 to 24 years"",""Slovenia"",""2019"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""3.3"""
"Males,""From 15 to 24 years"",""Slovakia"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""44.2"""
"Males,""From 15 to 24 years"",""Slovakia"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""21.0"""
"Males,""From 15 to 24 years"",""Slovakia"",""2011"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""3.0"""
"Males,""From 15 to 24 years"",""Slovakia"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""43.4"""
"Males,""From 15 to 24 years"",""Slovakia"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""23.6"""
"Males,""From 15 to 24 years"",""Slovakia"",""2012"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""4.1"""
"Males,""From 15 to 24 years"",""Slovakia"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""43.0"""
"Males,""From 15 to 24 years"",""Slovakia"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""23.3"""
"Males,""From 15 to 24 years"",""Slovakia"",""2013"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""4.6"""
"Males,""From 15 to 24 years"",""Slovakia"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""46.5"""
"Males,""From 15 to 24 years"",""Slovakia"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""21.4"""
"Males,""From 15 to 24 years"",""Slovakia"",""2014"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""3.6"""
"Males,""From 15 to 24 years"",""Slovakia"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""50.3"""
"Males,""From 15 to 24 years"",""Slovakia"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""23.8"""
"Males,""From 15 to 24 years"",""Slovakia"",""2015"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""5.5"""
"Males,""From 15 to 24 years"",""Slovakia"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""57.7"""
"Males,""From 15 to 24 years"",""Slovakia"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""24.1"""
"Males,""From 15 to 24 years"",""Slovakia"",""2016"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""5.7"""
"Males,""From 15 to 24 years"",""Slovakia"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""58.7"""
"Males,""From 15 to 24 years"",""Slovakia"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""33.4"""
"Males,""From 15 to 24 years"",""Slovakia"",""2017"",""No response"",""Percentage"","":"""
"Males,""From 15 to 24 years"",""Slovakia"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""6.2"""
